"SYSTEM", "1", "SYSTEM", "System Start", " "
"Thread-7", "2422", "RW_Semaphore.java:104", "Field Read", " context=Database:1, r"
"Thread-6", "2423", "RW_Semaphore.java:115", "Method Exit", " returner=Database:1#done_read:7, value=<void>"
"Thread-7", "2424", "RW_Semaphore.java:104", "Field Write", " context=Database:1, r=2"
"Thread-6", "2425", "RW_Semaphore.java:50", "Method Returned", " "
"Thread-6", "2426", "RW_Semaphore.java:47", "Line Step", " file=RW_Semaphore.java, line=47"
"Thread-7", "2427", "RW_Semaphore.java:106", "Line Step", " file=RW_Semaphore.java, line=106"
"Thread-6", "2428", "RW_Semaphore.java:47", "Variable Write", " context=Reader:2#run:2, i=2"
"Thread-6", "2429", "RW_Semaphore.java:48", "Line Step", " file=RW_Semaphore.java, line=48"
"Thread-7", "2430", "RW_Semaphore.java:106", "Field Read", " context=Database:1, r"
"Thread-6", "2431", "RW_Semaphore.java:48", "Field Read", " context=Reader:2, d"
"Thread-7", "2432", "RW_Semaphore.java:108", "Line Step", " file=RW_Semaphore.java, line=108"
"Thread-6", "2433", "RW_Semaphore.java:48", "Method Call", " caller=Reader:2#run:2, target=Database:1#request_read:12"
"Thread-6", "2434", "RW_Semaphore.java:89", "Method Entered", " "
"Thread-6", "2435", "RW_Semaphore.java:91", "Line Step", " file=RW_Semaphore.java, line=91"
"Thread-7", "2436", "RW_Semaphore.java:108", "Field Read", " context=Database:1, ww"
"Thread-6", "2437", "RW_Semaphore.java:91", "Field Read", " context=Database:1, s"
"Thread-7", "2438", "RW_Semaphore.java:108", "Field Read", " context=Database:1, wr"
"Thread-7", "2439", "RW_Semaphore.java:111", "Line Step", " file=RW_Semaphore.java, line=111"
"Thread-7", "2440", "RW_Semaphore.java:111", "Field Read", " context=Database:1, s"
"Thread-7", "2441", "RW_Semaphore.java:112", "Line Step", " file=RW_Semaphore.java, line=112"
"Thread-8", "2442", "RW_Semaphore.java:104", "Line Step", " file=RW_Semaphore.java, line=104"
"Thread-7", "2443", "RW_Semaphore.java:115", "Line Step", " file=RW_Semaphore.java, line=115"
"Thread-8", "2444", "RW_Semaphore.java:104", "Field Read", " context=Database:1, r"
"Thread-7", "2445", "RW_Semaphore.java:115", "Method Exit", " returner=Database:1#done_read:8, value=<void>"
"Thread-8", "2446", "RW_Semaphore.java:104", "Field Write", " context=Database:1, r=1"
"Thread-7", "2447", "RW_Semaphore.java:50", "Method Returned", " "
"Thread-7", "2448", "RW_Semaphore.java:47", "Line Step", " file=RW_Semaphore.java, line=47"
"Thread-8", "2449", "RW_Semaphore.java:106", "Line Step", " file=RW_Semaphore.java, line=106"
"Thread-7", "2450", "RW_Semaphore.java:47", "Variable Write", " context=Reader:3#run:3, i=2"
"Thread-7", "2451", "RW_Semaphore.java:48", "Line Step", " file=RW_Semaphore.java, line=48"
"Thread-8", "2452", "RW_Semaphore.java:106", "Field Read", " context=Database:1, r"
"Thread-7", "2453", "RW_Semaphore.java:48", "Field Read", " context=Reader:3, d"
"Thread-8", "2454", "RW_Semaphore.java:108", "Line Step", " file=RW_Semaphore.java, line=108"
"Thread-7", "2455", "RW_Semaphore.java:48", "Method Call", " caller=Reader:3#run:3, target=Database:1#request_read:13"
"Thread-7", "2456", "RW_Semaphore.java:89", "Method Entered", " "
"Thread-7", "2457", "RW_Semaphore.java:91", "Line Step", " file=RW_Semaphore.java, line=91"
"Thread-8", "2458", "RW_Semaphore.java:108", "Field Read", " context=Database:1, ww"
"Thread-7", "2459", "RW_Semaphore.java:91", "Field Read", " context=Database:1, s"
"Thread-8", "2460", "RW_Semaphore.java:108", "Field Read", " context=Database:1, wr"
"Thread-8", "2461", "RW_Semaphore.java:111", "Line Step", " file=RW_Semaphore.java, line=111"
"Thread-8", "2462", "RW_Semaphore.java:111", "Field Read", " context=Database:1, s"
"Thread-8", "2463", "RW_Semaphore.java:112", "Line Step", " file=RW_Semaphore.java, line=112"
"Thread-9", "2464", "RW_Semaphore.java:104", "Line Step", " file=RW_Semaphore.java, line=104"
"Thread-8", "2465", "RW_Semaphore.java:115", "Line Step", " file=RW_Semaphore.java, line=115"
"Thread-9", "2466", "RW_Semaphore.java:104", "Field Read", " context=Database:1, r"
"Thread-8", "2467", "RW_Semaphore.java:115", "Method Exit", " returner=Database:1#done_read:9, value=<void>"
"Thread-9", "2468", "RW_Semaphore.java:104", "Field Write", " context=Database:1, r=0"
"Thread-8", "2469", "RW_Semaphore.java:50", "Method Returned", " "
"Thread-8", "2470", "RW_Semaphore.java:47", "Line Step", " file=RW_Semaphore.java, line=47"
"Thread-9", "2471", "RW_Semaphore.java:106", "Line Step", " file=RW_Semaphore.java, line=106"
"Thread-8", "2472", "RW_Semaphore.java:47", "Variable Write", " context=Reader:4#run:4, i=2"
"Thread-8", "2473", "RW_Semaphore.java:48", "Line Step", " file=RW_Semaphore.java, line=48"
"Thread-9", "2474", "RW_Semaphore.java:106", "Field Read", " context=Database:1, r"
"Thread-8", "2475", "RW_Semaphore.java:48", "Field Read", " context=Reader:4, d"
"Thread-9", "2476", "RW_Semaphore.java:106", "Field Read", " context=Database:1, ww"
"Thread-8", "2477", "RW_Semaphore.java:48", "Method Call", " caller=Reader:4#run:4, target=Database:1#request_read:14"
"Thread-8", "2478", "RW_Semaphore.java:89", "Method Entered", " "
"Thread-8", "2479", "RW_Semaphore.java:91", "Line Step", " file=RW_Semaphore.java, line=91"
"Thread-9", "2480", "RW_Semaphore.java:108", "Line Step", " file=RW_Semaphore.java, line=108"
"Thread-8", "2481", "RW_Semaphore.java:91", "Field Read", " context=Database:1, s"
"Thread-9", "2482", "RW_Semaphore.java:108", "Field Read", " context=Database:1, ww"
"Thread-9", "2483", "RW_Semaphore.java:108", "Field Read", " context=Database:1, wr"
"Thread-9", "2484", "RW_Semaphore.java:111", "Line Step", " file=RW_Semaphore.java, line=111"
"Thread-9", "2485", "RW_Semaphore.java:111", "Field Read", " context=Database:1, s"
"Thread-9", "2486", "RW_Semaphore.java:112", "Line Step", " file=RW_Semaphore.java, line=112"
"Thread-5", "2487", "RW_Semaphore.java:92", "Line Step", " file=RW_Semaphore.java, line=92"
"Thread-9", "2488", "RW_Semaphore.java:115", "Line Step", " file=RW_Semaphore.java, line=115"
"Thread-5", "2489", "RW_Semaphore.java:92", "Field Read", " context=Database:1, w"
"Thread-9", "2490", "RW_Semaphore.java:115", "Method Exit", " returner=Database:1#done_read:10, value=<void>"
"Thread-5", "2491", "RW_Semaphore.java:92", "Field Read", " context=Database:1, ww"
"Thread-9", "2492", "RW_Semaphore.java:50", "Method Returned", " "
"Thread-9", "2493", "RW_Semaphore.java:47", "Line Step", " file=RW_Semaphore.java, line=47"
"Thread-5", "2494", "RW_Semaphore.java:96", "Line Step", " file=RW_Semaphore.java, line=96"
"Thread-9", "2495", "RW_Semaphore.java:47", "Variable Write", " context=Reader:5#run:5, i=2"
"Thread-9", "2496", "RW_Semaphore.java:48", "Line Step", " file=RW_Semaphore.java, line=48"
"Thread-5", "2497", "RW_Semaphore.java:96", "Field Read", " context=Database:1, r"
"Thread-9", "2498", "RW_Semaphore.java:48", "Field Read", " context=Reader:5, d"
"Thread-5", "2499", "RW_Semaphore.java:96", "Field Write", " context=Database:1, r=1"
"Thread-9", "2500", "RW_Semaphore.java:48", "Method Call", " caller=Reader:5#run:5, target=Database:1#request_read:15"
"Thread-9", "2501", "RW_Semaphore.java:89", "Method Entered", " "
"Thread-9", "2502", "RW_Semaphore.java:91", "Line Step", " file=RW_Semaphore.java, line=91"
"Thread-5", "2503", "RW_Semaphore.java:97", "Line Step", " file=RW_Semaphore.java, line=97"
"Thread-9", "2504", "RW_Semaphore.java:91", "Field Read", " context=Database:1, s"
"Thread-5", "2505", "RW_Semaphore.java:97", "Field Read", " context=Database:1, s"
"Thread-5", "2506", "RW_Semaphore.java:98", "Line Step", " file=RW_Semaphore.java, line=98"
"Thread-6", "2507", "RW_Semaphore.java:92", "Line Step", " file=RW_Semaphore.java, line=92"
"Thread-5", "2508", "RW_Semaphore.java:99", "Line Step", " file=RW_Semaphore.java, line=99"
"Thread-6", "2509", "RW_Semaphore.java:92", "Field Read", " context=Database:1, w"
"Thread-5", "2510", "RW_Semaphore.java:99", "Method Exit", " returner=Database:1#request_read:11, value=<void>"
"Thread-6", "2511", "RW_Semaphore.java:92", "Field Read", " context=Database:1, ww"
"Thread-5", "2512", "RW_Semaphore.java:48", "Method Returned", " "
"Thread-5", "2513", "RW_Semaphore.java:49", "Line Step", " file=RW_Semaphore.java, line=49"
"Thread-6", "2514", "RW_Semaphore.java:96", "Line Step", " file=RW_Semaphore.java, line=96"
"Thread-5", "2515", "RW_Semaphore.java:49", "Field Read", " context=Reader:1, d"
"Thread-6", "2516", "RW_Semaphore.java:96", "Field Read", " context=Database:1, r"
"Thread-5", "2517", "RW_Semaphore.java:49", "Method Call", " caller=Reader:1#run:1, target=Database:1#read:11"
"Thread-5", "2518", "RW_Semaphore.java:148", "Method Entered", " "
"Thread-5", "2519", "RW_Semaphore.java:149", "Line Step", " file=RW_Semaphore.java, line=149"
"Thread-6", "2520", "RW_Semaphore.java:96", "Field Write", " context=Database:1, r=2"
"Thread-5", "2521", "RW_Semaphore.java:149", "Field Read", " context=Database:1, data"
"Thread-6", "2522", "RW_Semaphore.java:97", "Line Step", " file=RW_Semaphore.java, line=97"
"Thread-5", "2523", "RW_Semaphore.java:149", "Variable Write", " context=Database:1#read:11, result=55555"
"Thread-5", "2524", "RW_Semaphore.java:149", "Method Exit", " returner=Database:1#read:11, value=55555"
"Thread-6", "2525", "RW_Semaphore.java:97", "Field Read", " context=Database:1, s"
"Thread-5", "2526", "RW_Semaphore.java:49", "Method Returned", " "
"Thread-5", "2527", "RW_Semaphore.java:49", "Line Step", " file=RW_Semaphore.java, line=49"
"Thread-6", "2528", "RW_Semaphore.java:98", "Line Step", " file=RW_Semaphore.java, line=98"
"Thread-7", "2529", "RW_Semaphore.java:92", "Line Step", " file=RW_Semaphore.java, line=92"
"Thread-6", "2530", "RW_Semaphore.java:99", "Line Step", " file=RW_Semaphore.java, line=99"
"Thread-7", "2531", "RW_Semaphore.java:92", "Field Read", " context=Database:1, w"
"Thread-6", "2532", "RW_Semaphore.java:99", "Method Exit", " returner=Database:1#request_read:12, value=<void>"
"Thread-7", "2533", "RW_Semaphore.java:92", "Field Read", " context=Database:1, ww"
"Thread-6", "2534", "RW_Semaphore.java:48", "Method Returned", " "
"Thread-6", "2535", "RW_Semaphore.java:49", "Line Step", " file=RW_Semaphore.java, line=49"
"Thread-5", "2536", "RW_Semaphore.java:50", "Line Step", " file=RW_Semaphore.java, line=50"
"Thread-7", "2537", "RW_Semaphore.java:96", "Line Step", " file=RW_Semaphore.java, line=96"
"Thread-6", "2538", "RW_Semaphore.java:49", "Field Read", " context=Reader:2, d"
"Thread-5", "2539", "RW_Semaphore.java:50", "Field Read", " context=Reader:1, d"
"Thread-7", "2540", "RW_Semaphore.java:96", "Field Read", " context=Database:1, r"
"Thread-6", "2541", "RW_Semaphore.java:49", "Method Call", " caller=Reader:2#run:2, target=Database:1#read:12"
"Thread-6", "2542", "RW_Semaphore.java:148", "Method Entered", " "
"Thread-6", "2543", "RW_Semaphore.java:149", "Line Step", " file=RW_Semaphore.java, line=149"
"Thread-5", "2544", "RW_Semaphore.java:50", "Method Call", " caller=Reader:1#run:1, target=Database:1#done_read:11"
"Thread-5", "2545", "RW_Semaphore.java:101", "Method Entered", " "
"Thread-5", "2546", "RW_Semaphore.java:103", "Line Step", " file=RW_Semaphore.java, line=103"
"Thread-7", "2547", "RW_Semaphore.java:96", "Field Write", " context=Database:1, r=3"
"Thread-6", "2548", "RW_Semaphore.java:149", "Field Read", " context=Database:1, data"
"Thread-5", "2549", "RW_Semaphore.java:103", "Field Read", " context=Database:1, s"
"Thread-7", "2550", "RW_Semaphore.java:97", "Line Step", " file=RW_Semaphore.java, line=97"
"Thread-6", "2551", "RW_Semaphore.java:149", "Variable Write", " context=Database:1#read:12, result=55555"
"Thread-6", "2552", "RW_Semaphore.java:149", "Method Exit", " returner=Database:1#read:12, value=55555"
"Thread-7", "2553", "RW_Semaphore.java:97", "Field Read", " context=Database:1, s"
"Thread-6", "2554", "RW_Semaphore.java:49", "Method Returned", " "
"Thread-6", "2555", "RW_Semaphore.java:49", "Line Step", " file=RW_Semaphore.java, line=49"
"Thread-7", "2556", "RW_Semaphore.java:98", "Line Step", " file=RW_Semaphore.java, line=98"
"Thread-8", "2557", "RW_Semaphore.java:92", "Line Step", " file=RW_Semaphore.java, line=92"
"Thread-7", "2558", "RW_Semaphore.java:99", "Line Step", " file=RW_Semaphore.java, line=99"
"Thread-8", "2559", "RW_Semaphore.java:92", "Field Read", " context=Database:1, w"
"Thread-7", "2560", "RW_Semaphore.java:99", "Method Exit", " returner=Database:1#request_read:13, value=<void>"
"Thread-8", "2561", "RW_Semaphore.java:92", "Field Read", " context=Database:1, ww"
"Thread-7", "2562", "RW_Semaphore.java:48", "Method Returned", " "
"Thread-7", "2563", "RW_Semaphore.java:49", "Line Step", " file=RW_Semaphore.java, line=49"
"Thread-6", "2564", "RW_Semaphore.java:50", "Line Step", " file=RW_Semaphore.java, line=50"
"Thread-8", "2565", "RW_Semaphore.java:96", "Line Step", " file=RW_Semaphore.java, line=96"
"Thread-7", "2566", "RW_Semaphore.java:49", "Field Read", " context=Reader:3, d"
"Thread-6", "2567", "RW_Semaphore.java:50", "Field Read", " context=Reader:2, d"
"Thread-8", "2568", "RW_Semaphore.java:96", "Field Read", " context=Database:1, r"
"Thread-7", "2569", "RW_Semaphore.java:49", "Method Call", " caller=Reader:3#run:3, target=Database:1#read:13"
"Thread-7", "2570", "RW_Semaphore.java:148", "Method Entered", " "
"Thread-7", "2571", "RW_Semaphore.java:149", "Line Step", " file=RW_Semaphore.java, line=149"
"Thread-6", "2572", "RW_Semaphore.java:50", "Method Call", " caller=Reader:2#run:2, target=Database:1#done_read:12"
"Thread-6", "2573", "RW_Semaphore.java:101", "Method Entered", " "
"Thread-6", "2574", "RW_Semaphore.java:103", "Line Step", " file=RW_Semaphore.java, line=103"
"Thread-8", "2575", "RW_Semaphore.java:96", "Field Write", " context=Database:1, r=4"
"Thread-7", "2576", "RW_Semaphore.java:149", "Field Read", " context=Database:1, data"
"Thread-6", "2577", "RW_Semaphore.java:103", "Field Read", " context=Database:1, s"
"Thread-8", "2578", "RW_Semaphore.java:97", "Line Step", " file=RW_Semaphore.java, line=97"
"Thread-7", "2579", "RW_Semaphore.java:149", "Variable Write", " context=Database:1#read:13, result=55555"
"Thread-7", "2580", "RW_Semaphore.java:149", "Method Exit", " returner=Database:1#read:13, value=55555"
"Thread-8", "2581", "RW_Semaphore.java:97", "Field Read", " context=Database:1, s"
"Thread-7", "2582", "RW_Semaphore.java:49", "Method Returned", " "
"Thread-7", "2583", "RW_Semaphore.java:49", "Line Step", " file=RW_Semaphore.java, line=49"
"Thread-8", "2584", "RW_Semaphore.java:98", "Line Step", " file=RW_Semaphore.java, line=98"
"Thread-9", "2585", "RW_Semaphore.java:92", "Line Step", " file=RW_Semaphore.java, line=92"
"Thread-8", "2586", "RW_Semaphore.java:99", "Line Step", " file=RW_Semaphore.java, line=99"
"Thread-9", "2587", "RW_Semaphore.java:92", "Field Read", " context=Database:1, w"
"Thread-8", "2588", "RW_Semaphore.java:99", "Method Exit", " returner=Database:1#request_read:14, value=<void>"
"Thread-9", "2589", "RW_Semaphore.java:92", "Field Read", " context=Database:1, ww"
"Thread-7", "2590", "RW_Semaphore.java:50", "Line Step", " file=RW_Semaphore.java, line=50"
"Thread-8", "2591", "RW_Semaphore.java:48", "Method Returned", " "
"Thread-8", "2592", "RW_Semaphore.java:49", "Line Step", " file=RW_Semaphore.java, line=49"
"Thread-9", "2593", "RW_Semaphore.java:96", "Line Step", " file=RW_Semaphore.java, line=96"
"Thread-7", "2594", "RW_Semaphore.java:50", "Field Read", " context=Reader:3, d"
"Thread-8", "2595", "RW_Semaphore.java:49", "Field Read", " context=Reader:4, d"
"Thread-9", "2596", "RW_Semaphore.java:96", "Field Read", " context=Database:1, r"
"Thread-7", "2597", "RW_Semaphore.java:50", "Method Call", " caller=Reader:3#run:3, target=Database:1#done_read:13"
"Thread-7", "2598", "RW_Semaphore.java:101", "Method Entered", " "
"Thread-7", "2599", "RW_Semaphore.java:103", "Line Step", " file=RW_Semaphore.java, line=103"
"Thread-8", "2600", "RW_Semaphore.java:49", "Method Call", " caller=Reader:4#run:4, target=Database:1#read:14"
"Thread-8", "2601", "RW_Semaphore.java:148", "Method Entered", " "
"Thread-8", "2602", "RW_Semaphore.java:149", "Line Step", " file=RW_Semaphore.java, line=149"
"Thread-9", "2603", "RW_Semaphore.java:96", "Field Write", " context=Database:1, r=5"
"Thread-7", "2604", "RW_Semaphore.java:103", "Field Read", " context=Database:1, s"
"Thread-8", "2605", "RW_Semaphore.java:149", "Field Read", " context=Database:1, data"
"Thread-9", "2606", "RW_Semaphore.java:97", "Line Step", " file=RW_Semaphore.java, line=97"
"Thread-8", "2607", "RW_Semaphore.java:149", "Variable Write", " context=Database:1#read:14, result=55555"
"Thread-8", "2608", "RW_Semaphore.java:149", "Method Exit", " returner=Database:1#read:14, value=55555"
"Thread-9", "2609", "RW_Semaphore.java:97", "Field Read", " context=Database:1, s"
"Thread-8", "2610", "RW_Semaphore.java:49", "Method Returned", " "
"Thread-8", "2611", "RW_Semaphore.java:49", "Line Step", " file=RW_Semaphore.java, line=49"
"Thread-9", "2612", "RW_Semaphore.java:98", "Line Step", " file=RW_Semaphore.java, line=98"
"Thread-5", "2613", "RW_Semaphore.java:104", "Line Step", " file=RW_Semaphore.java, line=104"
"Thread-9", "2614", "RW_Semaphore.java:99", "Line Step", " file=RW_Semaphore.java, line=99"
"Thread-5", "2615", "RW_Semaphore.java:104", "Field Read", " context=Database:1, r"
"Thread-9", "2616", "RW_Semaphore.java:99", "Method Exit", " returner=Database:1#request_read:15, value=<void>"
"Thread-5", "2617", "RW_Semaphore.java:104", "Field Write", " context=Database:1, r=4"
"Thread-8", "2618", "RW_Semaphore.java:50", "Line Step", " file=RW_Semaphore.java, line=50"
"Thread-9", "2619", "RW_Semaphore.java:48", "Method Returned", " "
"Thread-9", "2620", "RW_Semaphore.java:49", "Line Step", " file=RW_Semaphore.java, line=49"
"Thread-5", "2621", "RW_Semaphore.java:106", "Line Step", " file=RW_Semaphore.java, line=106"
"Thread-8", "2622", "RW_Semaphore.java:50", "Field Read", " context=Reader:4, d"
"Thread-9", "2623", "RW_Semaphore.java:49", "Field Read", " context=Reader:5, d"
"Thread-5", "2624", "RW_Semaphore.java:106", "Field Read", " context=Database:1, r"
"Thread-8", "2625", "RW_Semaphore.java:50", "Method Call", " caller=Reader:4#run:4, target=Database:1#done_read:14"
"Thread-8", "2626", "RW_Semaphore.java:101", "Method Entered", " "
"Thread-8", "2627", "RW_Semaphore.java:103", "Line Step", " file=RW_Semaphore.java, line=103"
"Thread-9", "2628", "RW_Semaphore.java:49", "Method Call", " caller=Reader:5#run:5, target=Database:1#read:15"
"Thread-9", "2629", "RW_Semaphore.java:148", "Method Entered", " "
"Thread-9", "2630", "RW_Semaphore.java:149", "Line Step", " file=RW_Semaphore.java, line=149"
"Thread-5", "2631", "RW_Semaphore.java:108", "Line Step", " file=RW_Semaphore.java, line=108"
"Thread-8", "2632", "RW_Semaphore.java:103", "Field Read", " context=Database:1, s"
"Thread-9", "2633", "RW_Semaphore.java:149", "Field Read", " context=Database:1, data"
"Thread-5", "2634", "RW_Semaphore.java:108", "Field Read", " context=Database:1, ww"
"Thread-9", "2635", "RW_Semaphore.java:149", "Variable Write", " context=Database:1#read:15, result=55555"
"Thread-9", "2636", "RW_Semaphore.java:149", "Method Exit", " returner=Database:1#read:15, value=55555"
"Thread-5", "2637", "RW_Semaphore.java:108", "Field Read", " context=Database:1, wr"
"Thread-9", "2638", "RW_Semaphore.java:49", "Method Returned", " "
"Thread-9", "2639", "RW_Semaphore.java:49", "Line Step", " file=RW_Semaphore.java, line=49"
"Thread-5", "2640", "RW_Semaphore.java:111", "Line Step", " file=RW_Semaphore.java, line=111"
"Thread-5", "2641", "RW_Semaphore.java:111", "Field Read", " context=Database:1, s"
"Thread-5", "2642", "RW_Semaphore.java:112", "Line Step", " file=RW_Semaphore.java, line=112"
"Thread-5", "2643", "RW_Semaphore.java:115", "Line Step", " file=RW_Semaphore.java, line=115"
"Thread-6", "2644", "RW_Semaphore.java:104", "Line Step", " file=RW_Semaphore.java, line=104"
"Thread-5", "2645", "RW_Semaphore.java:115", "Method Exit", " returner=Database:1#done_read:11, value=<void>"
"Thread-9", "2646", "RW_Semaphore.java:50", "Line Step", " file=RW_Semaphore.java, line=50"
"Thread-6", "2647", "RW_Semaphore.java:104", "Field Read", " context=Database:1, r"
"Thread-5", "2648", "RW_Semaphore.java:50", "Method Returned", " "
"Thread-5", "2649", "RW_Semaphore.java:47", "Line Step", " file=RW_Semaphore.java, line=47"
"Thread-9", "2650", "RW_Semaphore.java:50", "Field Read", " context=Reader:5, d"
"Thread-6", "2651", "RW_Semaphore.java:104", "Field Write", " context=Database:1, r=3"
"Thread-5", "2652", "RW_Semaphore.java:47", "Variable Write", " context=Reader:1#run:1, i=3"
"Thread-5", "2653", "RW_Semaphore.java:48", "Line Step", " file=RW_Semaphore.java, line=48"
"Thread-9", "2654", "RW_Semaphore.java:50", "Method Call", " caller=Reader:5#run:5, target=Database:1#done_read:15"
"Thread-9", "2655", "RW_Semaphore.java:101", "Method Entered", " "
"Thread-9", "2656", "RW_Semaphore.java:103", "Line Step", " file=RW_Semaphore.java, line=103"
"Thread-6", "2657", "RW_Semaphore.java:106", "Line Step", " file=RW_Semaphore.java, line=106"
"Thread-5", "2658", "RW_Semaphore.java:48", "Field Read", " context=Reader:1, d"
"Thread-9", "2659", "RW_Semaphore.java:103", "Field Read", " context=Database:1, s"
"Thread-6", "2660", "RW_Semaphore.java:106", "Field Read", " context=Database:1, r"
"Thread-5", "2661", "RW_Semaphore.java:48", "Method Call", " caller=Reader:1#run:1, target=Database:1#request_read:16"
"Thread-5", "2662", "RW_Semaphore.java:89", "Method Entered", " "
"Thread-5", "2663", "RW_Semaphore.java:91", "Line Step", " file=RW_Semaphore.java, line=91"
"Thread-6", "2664", "RW_Semaphore.java:108", "Line Step", " file=RW_Semaphore.java, line=108"
"Thread-5", "2665", "RW_Semaphore.java:91", "Field Read", " context=Database:1, s"
"Thread-6", "2666", "RW_Semaphore.java:108", "Field Read", " context=Database:1, ww"
"Thread-6", "2667", "RW_Semaphore.java:108", "Field Read", " context=Database:1, wr"
"Thread-6", "2668", "RW_Semaphore.java:111", "Line Step", " file=RW_Semaphore.java, line=111"
"Thread-6", "2669", "RW_Semaphore.java:111", "Field Read", " context=Database:1, s"
"Thread-6", "2670", "RW_Semaphore.java:112", "Line Step", " file=RW_Semaphore.java, line=112"
"Thread-7", "2671", "RW_Semaphore.java:104", "Line Step", " file=RW_Semaphore.java, line=104"
"Thread-6", "2672", "RW_Semaphore.java:115", "Line Step", " file=RW_Semaphore.java, line=115"
"Thread-7", "2673", "RW_Semaphore.java:104", "Field Read", " context=Database:1, r"
"Thread-6", "2674", "RW_Semaphore.java:115", "Method Exit", " returner=Database:1#done_read:12, value=<void>"
"Thread-7", "2675", "RW_Semaphore.java:104", "Field Write", " context=Database:1, r=2"
"Thread-6", "2676", "RW_Semaphore.java:50", "Method Returned", " "
"Thread-6", "2677", "RW_Semaphore.java:47", "Line Step", " file=RW_Semaphore.java, line=47"
"Thread-7", "2678", "RW_Semaphore.java:106", "Line Step", " file=RW_Semaphore.java, line=106"
"Thread-6", "2679", "RW_Semaphore.java:47", "Variable Write", " context=Reader:2#run:2, i=3"
"Thread-6", "2680", "RW_Semaphore.java:48", "Line Step", " file=RW_Semaphore.java, line=48"
"Thread-7", "2681", "RW_Semaphore.java:106", "Field Read", " context=Database:1, r"
"Thread-6", "2682", "RW_Semaphore.java:48", "Field Read", " context=Reader:2, d"
"Thread-7", "2683", "RW_Semaphore.java:108", "Line Step", " file=RW_Semaphore.java, line=108"
"Thread-6", "2684", "RW_Semaphore.java:48", "Method Call", " caller=Reader:2#run:2, target=Database:1#request_read:17"
"Thread-6", "2685", "RW_Semaphore.java:89", "Method Entered", " "
"Thread-6", "2686", "RW_Semaphore.java:91", "Line Step", " file=RW_Semaphore.java, line=91"
"Thread-7", "2687", "RW_Semaphore.java:108", "Field Read", " context=Database:1, ww"
"Thread-6", "2688", "RW_Semaphore.java:91", "Field Read", " context=Database:1, s"
"Thread-7", "2689", "RW_Semaphore.java:108", "Field Read", " context=Database:1, wr"
"Thread-7", "2690", "RW_Semaphore.java:111", "Line Step", " file=RW_Semaphore.java, line=111"
"Thread-7", "2691", "RW_Semaphore.java:111", "Field Read", " context=Database:1, s"
"Thread-7", "2692", "RW_Semaphore.java:112", "Line Step", " file=RW_Semaphore.java, line=112"
"Thread-8", "2693", "RW_Semaphore.java:104", "Line Step", " file=RW_Semaphore.java, line=104"
"Thread-7", "2694", "RW_Semaphore.java:115", "Line Step", " file=RW_Semaphore.java, line=115"
"Thread-8", "2695", "RW_Semaphore.java:104", "Field Read", " context=Database:1, r"
"Thread-7", "2696", "RW_Semaphore.java:115", "Method Exit", " returner=Database:1#done_read:13, value=<void>"
"Thread-8", "2697", "RW_Semaphore.java:104", "Field Write", " context=Database:1, r=1"
"Thread-7", "2698", "RW_Semaphore.java:50", "Method Returned", " "
"Thread-7", "2699", "RW_Semaphore.java:47", "Line Step", " file=RW_Semaphore.java, line=47"
"Thread-8", "2700", "RW_Semaphore.java:106", "Line Step", " file=RW_Semaphore.java, line=106"
"Thread-7", "2701", "RW_Semaphore.java:47", "Variable Write", " context=Reader:3#run:3, i=3"
"Thread-7", "2702", "RW_Semaphore.java:48", "Line Step", " file=RW_Semaphore.java, line=48"
"Thread-8", "2703", "RW_Semaphore.java:106", "Field Read", " context=Database:1, r"
"Thread-7", "2704", "RW_Semaphore.java:48", "Field Read", " context=Reader:3, d"
"Thread-8", "2705", "RW_Semaphore.java:108", "Line Step", " file=RW_Semaphore.java, line=108"
"Thread-7", "2706", "RW_Semaphore.java:48", "Method Call", " caller=Reader:3#run:3, target=Database:1#request_read:18"
"Thread-7", "2707", "RW_Semaphore.java:89", "Method Entered", " "
"Thread-7", "2708", "RW_Semaphore.java:91", "Line Step", " file=RW_Semaphore.java, line=91"
"Thread-8", "2709", "RW_Semaphore.java:108", "Field Read", " context=Database:1, ww"
"Thread-7", "2710", "RW_Semaphore.java:91", "Field Read", " context=Database:1, s"
"Thread-8", "2711", "RW_Semaphore.java:108", "Field Read", " context=Database:1, wr"
"Thread-8", "2712", "RW_Semaphore.java:111", "Line Step", " file=RW_Semaphore.java, line=111"
"Thread-8", "2713", "RW_Semaphore.java:111", "Field Read", " context=Database:1, s"
"Thread-8", "2714", "RW_Semaphore.java:112", "Line Step", " file=RW_Semaphore.java, line=112"
"Thread-9", "2715", "RW_Semaphore.java:104", "Line Step", " file=RW_Semaphore.java, line=104"
"Thread-8", "2716", "RW_Semaphore.java:115", "Line Step", " file=RW_Semaphore.java, line=115"
"Thread-9", "2717", "RW_Semaphore.java:104", "Field Read", " context=Database:1, r"
"Thread-8", "2718", "RW_Semaphore.java:115", "Method Exit", " returner=Database:1#done_read:14, value=<void>"
"Thread-9", "2719", "RW_Semaphore.java:104", "Field Write", " context=Database:1, r=0"
"Thread-8", "2720", "RW_Semaphore.java:50", "Method Returned", " "
"Thread-8", "2721", "RW_Semaphore.java:47", "Line Step", " file=RW_Semaphore.java, line=47"
"Thread-9", "2722", "RW_Semaphore.java:106", "Line Step", " file=RW_Semaphore.java, line=106"
